display_name,text_uuid,sentence_uuid,sentence_obj_in_text,translation,first_word_transcription,first_word_spelling,first_word_number,first_word_obj_in_text,line_number,side,column
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,94839b1d-b89f-47bc-9c2c-74b809fad631,96,"We hear that an Assyrian, Tu'imum, has brought in 30 donkeys by way of the sunkinnu-road.",nišammema,ni-ša-me-ma,81,97,22.0,3,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,0ee1b966-b01b-48b4-8a05-64e1a4741de6,107,"Not just Tu'imum, but anybody who has brought in a loaded donkey by way of the sukinnu-road in order to do business there, or if an inhabitant of a kārum has brought up (goods) - produce the dagger of Assur and people shall not spare each other!",lā,lá,90,108,25.0,3,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,3ee9c324-e358-48dc-b449-dcfbd41d6b31,140,Charge everybody his šaddu'utu-tax at a rate of three shekels of silver per mina.,kaspam,KÙ.BABBAR,118,142,33.0,3,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,82919630-7d83-49bb-9c96-d62c997abd86,146,And make them pay Kuliya personally bring it here.,šašqilāšuma,ša-áš-qí-lá-šu-ma,122,147,35.0,3,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,bf0b8af6-e292-4c2c-923f-06a5ee4805b8,152,"If somebody protests, saying: ""I will go to clear myself in kārum Kanesh"", (still) make him pay the silver and let him come here afterwards in order to clear accounts with us.",šumma,šu-ma,127,153,37.0,3,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,58b775ff-e912-4abe-a913-e31b3b497828,169,Take care that our messenger Kuliya is not delayed.,,i-da-ma,142,170,43.0,4,1
Kt 92/k 200 (AKT 5 3),11672d83-b960-4dad-8399-05c077aead07,432b3bbc-af9b-45bb-a507-e4edde2675a2,175,"Make people pay the silver, don't allow them to make trouble there!",kaspam,KÙ.BABBAR,147,176,44.0,5,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,b2282e39-d3cd-48a3-acbf-15407dd4c250,3,"Seal of Bēlānum, son of Šu-Kūbum, seal of Agua, son of Dān-Aššur, seal of Uṣur-ša-Iêtar, son of Dadaya.",kunuk,KIŠIB,1,5,1.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,20d243cc-6fbc-4019-aee7-e2296e133bbf,25,"1 mina of refined silver Bēlānum, son of Šu-Kūbum, owes to Kuliya, son of Ali-abum.",manā,ma-na,14,29,4.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,62248a2b-1b9f-4f2e-905b-f5c429a63932,46,He will pay within one year and six months.,ana,a-na,25,50,6.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,97389afd-9e71-44b1-a01d-5e0d575c6c1e,64,If Bēlānum does not pay when his term is due in conformity with the rule of the kārum he will add 1 1/2  shekels of interest per mina per month.,lā,lá,38,67,9.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,98e1d280-1c69-4137-b1b9-7d9d70e78010,86,"Month V, eponymy of Iddin-Suen, son of Iddin-abum.",warḫum,ITU.1.KAM,51,88,12.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,7bc91506-7fb5-4d5a-a079-28e894cb4f2e,98,"Seal of Ikuppia, son of Pilah-Ištar, seal of Ilī-bāni, son of Mutālum, seal of Aššur-rēʿī, son of Uṣurānum.",kunuk,KIŠIB,57,100,14.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,da374773-4261-4f9e-822d-c320a59cca89,120,"8 shekels of refined silver Ukuppia, son of Pilah-Ištar, owes to Kuliya, son of Ali-abum.",šiqil,GÍN,70,124,16.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,d4e91ce6-3920-4bec-ad15-33945d8a35fe,141,He will pay within 6 months.,ana,a-na,81,142,19.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,8833c9d8-476c-4f21-bd89-6174de9224a5,147,[If he does note] pay [he will add interest] in conformity with the rule of [the kārum].,šumma,šu-ma,86,148,20.0,1,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,5f2e9d38-4716-438a-b896-5004d3610cb9,160,"[.......] silver, a be'ūlātu-loan belonging to [Kuliya, son of Ali-abum, Enn]am-Suen, [son of] Zarniqum holds; he is held by the silver.",,…,96,161,1.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,66c49860-0efa-4bd9-b426-92e850826c8c,183,"If he goes away to somebody else, he (K.) will hire someone [in his place and he] (E.) will compensate the wages of the hireling.",šumma,šu-ma,112,184,5.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,25b9b7eb-c90a-4365-8c40-66b97bc406a3,192,"Seal of Ilī-mālik, son of Adad-ellat, seal of Iddin-Aššur, son of Šu-Bēlum, seal of Ennam-Suen, son of Titinatal.",kunuk,KIŠIB,119,194,7.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,fa4ace18-c600-421d-83ed-4c27200e9475,214,"10 shekels of refined silver Ilī-mālik, son of Adad-ellat, owes to Kuliya, son of Ali-abum.",šiqil,GÍN,132,218,10.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,b2f845e2-6ee1-4384-9fce-d2c9543ac97a,235,Per mina he will add 12 shekels as interest per year.,manā'um,ma-na-um,144,240,12.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,6dbb2394-dac4-4843-a97a-99dba260edac,249,"Either in the city or in the countryside, wherever he will be seen, he will pay the silver.",lu,lu,151,250,14.01,3,1
Kt 92/k 201 envelope (AKT 5 44),42bf73e2-3abe-49ce-9950-2c4246131e52,9eef94d6-9cd8-4411-9d05-976400828e0e,260,"Month V, eponymy of Šu-rama, sons of Uzua.",warḫum,ITU.1.KAM,161,262,16.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,6d1f626f-f72b-45a3-b3c9-13851dbb9526,3,"[broken] the wages of the hireling Abiaya, son of Uzua will compensate; he has been paid 2 shekels (of silver) as his clothing allowance.",,ig-re,2,5,1.01,2,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,810f34e3-9e3c-4375-85bf-3c4c8b65a01e,18,"Seal of Ennum-Aššur, son of Ikuppia, seal of Aninaya, son of WAtrum, seal of Ennam-Aššur, son of Šulmi-ša-Aššur.",kunuk,KIŠIB,12,20,3.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,75789635-30de-4a47-81dc-89624416c8d5,40,"12 minas of šikku-copper Ennum-Aššur son of Ikuppia, owes to the creditor.",manā,ma-na,25,44,5.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,af4d658c-0bb6-4ece-9e81-0622c7f38a41,58,Reckoning from the beginning of the month Tēinātum he will pay in one month.,ištu,iš-tù,34,60,7.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,fd8e56bb-e905-416d-976a-946843e14638,70,If he does not pay he will add an interest of 1/2 mina per 10 minas per month.,šumma,šu-ma,41,72,8.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,91076a53-6350-438b-bcd5-849020653fa5,93,"Eponymy of Dadiya, son of Šu-Ilabrat.",līmum,li-mu-um,54,95,10.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,f96cf095-423a-4487-bac8-a7f06a31cd2d,101,The bearer of the tablet is the creditor.,wābil,wa-bi₄-il₅,58,102,11.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,2caa00e9-5c28-4f5d-89f5-10c42f1c8bf5,106,"Seal of Hitani, son of Ilī-nādā, seal of Ennum-Aššur, son of [..........], seal of Amur-Aššur, son of Išar-kitti-Aššur, seal of Kunnanaya.",kunuk,KIŠIB,62,108,12.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,e1dea07b-817d-420e-9a47-82e9527122ba,133,"2 talents 10 minas of šikkum copper, by the local weight standard, Kunnanaya owes to Kuliya, son of Ali-abum.",bilat,GÚ,79,138,15.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,d63ea5c4-6838-44e9-9eec-d7ec90f1f273,159,"Reckoning from month VIII, eponymy of Aššur-rē'ī, son of Ilī-emūqī, in conformity with the rule of the kārum, he will an interest of 1 1/2 mina per talent per month.",ištu,iš-tù,93,161,17.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,4887b29e-bbbc-4dd3-ad2e-22872c1e0d6c,192,"The slave Abī-īlī with his fetter for 3 1/2 shekels of 'dust silver' Kuliya, son of Ali-abum bought from Šamaš-dugul, son of Ibni-Adad.",wardem,ÌR,112,193,21.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,da9b8d61-4792-4f41-87e1-6034da1ef14a,223,"Šamaš-dugal is satisfied wiht the silver, the price of Abī-īlī and his fetter.",Šamaš-dugul,(d)UTU-du-gul,134,224,25.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,aee39af5-3a9e-45d4-98d2-d183899497b3,230,Šamaš-dugul and his sons will not vindicate Abī-īlī from Kuliya and his sons.,Šamaš-dugul,(d)UTU-du-gul,140,232,26.01,3,1
Kt 92/k 202 envelope (AKT 5 45),814ad661-c264-4d94-9c1e-2273334268e6,f81d6fd1-040c-478b-8a53-f454079d5e7b,243,"In the presence of Asqūdum, son of Aššur-bāni of Aššur-lamassī, son of Suen-nāqid, of [.........]-Suen, son of Amur-Ištar.",maḫar,IGI,149,245,28.01,3,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,d95f2910-19a7-4f37-b2df-0216f5854236,3,"Thus kārum Kaniš, say to the dātu-payers, our messenger Kuliya, kārum(s) Durhumit, Hattuš, Tamnia (and) Tuhpiya, (all the way) until Nenašša:",umma,um-ma,1,4,1.0,1,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,6cea0615-6652-4d20-96d4-c8f63a407aaf,22,"As soon as you hear our letter produce the dagger of Assur and impose an oath and whoever has sold meteoric iron to a palace or, having not yet sold it, still carries it with him, seize (from him) the tithe on the meteoric iron and his/its šaddu'utu-tax of 3 shekels silver per mina and let Kuliya personally take it along.",i-,i,17,24,7.0,1,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,38ce8395-f71c-4d21-994f-f47782095326,68,"If the person in question protests and declares: 'the meteoric iron belongs to ""a man with an account"",' still take the tithe and the šaddu'utu-tax and let one who is one of us come here to swear an oath by Assur's dagger then we will give him back the šaddu'utu-tax.",šumma,šu-ma,55,69,16.0,1,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,f8e0aaf1-eacf-4b1a-b640-b3b9f41895b9,93,Do not fail to produce Assur's dagger in the presence of Kuliya and people shall not spare each other!,,i-da-ma,77,94,23.0,3,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,380d8dbc-0764-4605-8423-0dc3407d2e10,135,"If he protests, saying: 'I will go to clear myself in kārum Kanesh' still make him pay the silver and let him come here afterwards in order to clear accounts with us.",šumma,šu-ma,111,136,35.0,4,1
Kt 92/k 203 (AKT 5 2),aefa478d-c47d-42d2-a3b5-3f150603ccee,534953bc-edca-4bf4-8c55-97d0b2b32775,152,"He shall not make trouble against (us) here, he must pay the silver (t)here!",annēšam,a-ni-ša-am,126,153,39.0,5,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,8185dc58-35e2-4ddc-87f9-4ca641abe41b,3,"To Kuliya, thus says Asānum:",ana,a-na,1,5,1.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,de34a6e0-9076-4926-b6ad-e9d8fdadc59d,12,"Really, this is the friendliness of Alpilī whom I made swear an oath in Tegarama - he has disclosed confidential matters of you, and your good reputation too has been besmirched and I have been besmirched together with you.",,a-ma-a,6,13,2.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,c0f4fa8f-061b-429a-9195-2f5f2124ff89,33,"I had told you: Do not inform Alpilī about your affairs, he ..... his word.",umma,um-ma,26,34,8.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,7ed174b7-f5cf-4ce1-9279-e41296829938,41,"Please my father, my lord, do not thing: Out of jealousy he has sent me a letter about his partner!",,ú-ZA-AD,33,42,10.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,c763815c-1bc2-4754-81c4-833b0553936b,57,He has really hurt me terribly.,mādiš,ma-di-iš,47,58,14.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,6dd2570d-dabb-4307-991f-0bdffcce602a,61,"For the rumors I keep hearing, for these matters god be my witness against Alpilī.",ana,a-na,50,62,15.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,3fcf2e30-4b70-4a0f-9119-477ddafbe1df,74,He said to your maid: There is no ........ available.,umma,um-ma,62,75,18.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,8ce91a80-e8b1-4e92-a52e-34a6b86aa2e1,85,Of the two [girls/maid] Kuliya will marry one as a fine wife.,ina,i-na,71,86,20.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,a20af5d2-09da-421e-9c8d-347f1be0a21c,96,Of/with the ........... of your maid all of them she will bring you. ,ina,i-na,81,97,23.0,1,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,ecbe411c-4b17-4c78-809f-1a38a5d89ef7,104,Don't be worried.,libbaka,li-ba-kà,88,105,25.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,210f3dae-3e32-4e3f-806e-2f963e9f2ec5,110,Apart from 3 shekels of silver he gave her nothing extra.,šiqil,GÍN,93,114,27.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,977e6df4-f359-41d9-8f48-eeaa2bb3c065,118,And he did not give her any ..........,lā,lá,97,120,28.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,c67a448a-fbb5-48c1-8383-a8d4dbad176f,125,"Moreover, the slave-girls are idle and do nothing.",mimma,mì-ma,102,126,29.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,2a1dff80-99c5-4f15-b015-de8e61eb5c78,133,And because he gave her nothing they keep looking for ....... and she is very angry.,,uš-ba,108,134,30.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,9bcb2e7d-ba4b-4b83-8324-d3446c4b3730,151,"Because of these matters which Alpilī told her, when I had arrived for five days she refused to talk with me.",ana,a-na,125,152,34.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,b184810c-caee-4d7c-b04b-c478dd97fda0,166,......... I arrived here she was staying in the kārum and both my hands are placed on the ......... of her head.,,xxx,138,167,38.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,5ead38e2-261f-437d-8395-f3e6497f5838,178,If I had not arrived at short term we would have been seriously denunciated.,,ša-ak-na-a,149,179,42.0,3,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,cfaf8504-ec3b-48cd-a478-6a5f99601bcb,184,She has caused me a lot of trouble.,,pu-ru-i-ni-me-e,154,185,44.0,4,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,707b983c-169b-4f99-a6bc-595b8bd80a7a,190,Until you meet her personally I myself will ...........,adi,a-dí,159,191,46.0,4,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,84269017-9418-4781-8a01-8a9ee019368f,198,She said: [For/To all........,umma,um-ma,166,199,47.0,5,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,12076797-a7ba-485a-b98d-81dcf2240da9,205,I became angry at her but she [said? ..... I will go with ..... I keep the matter [in mind!,anāku,a-na-ku,172,206,48.0,5,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,4589b72b-1fd9-4bc6-8d76-d3c85a2647b6,214,Without ..... I will go.,uka''al,ú-kà-al,180,215,49.0,5,1
Kt 92/k 204 (AKT 5 18),4e6a85fb-f9be-4743-a549-8fd3709d141e,85fefcd3-03e7-4c3e-9c4f-878f975bd56b,220,He will ..... the ...... and then I [also will go.,,KÙ.BA-am,185,221,50.0,5,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,e5c65f01-b2cb-4ab1-8619-d6c35fbd3d84,3,"To Kuliya, thus Asānum:",ana,a-na,1,5,1.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,b9b315a2-161e-4a89-aee2-57bb7c6eec97,12,I am staying there in an area of purchases and there is much for sale!,annākam,a-na-kam,6,13,2.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,fe88539d-b553-4186-b12e-23e9d0859022,20,"Purchases at which you are striving, which will secure you and us a profit, I can send up from here.",šīmam,ší-ma-am,13,21,4.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,53a742c0-0cbf-4ecb-a76c-f1e87fde699d,32,"I am well, there is not a reason to worry.",šalmāku,šál-ma-ku,24,33,6.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,d9986ddc-a383-42ec-9e38-0957a57cdd75,39,".......... purchase goods, which they have stocked in Hattum's hinterland, send me silver then I will make purchases and since Kukū is about to arrive, let him bring them in.",šīmam,ší-ma-am,30,40,8.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,b0f0ef11-a380-4ffc-ad4c-9922ebc3ffa9,56,"Take action so that an abundance of silver can be earned in Hattum and you can rejoice, lest you will regret not having sent me silver, when you see what purchases I am bringing in!",lušēribam,lu-šé-ri-ba-am,46,57,12.0,1,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,77191f95-3ea8-4b0f-a012-2e97009f33c4,78,"My father, my lord, as for the silver that Enannātum gave me, the day I left I was so pressed that I did not stock that silver.",abī,a-bi-i,67,79,19.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,a62b4e12-b141-4f78-bb1f-b248e8a40864,95,Send me silver and let him be the messenger coming with that silver.,šēbilamma,šé-bi-lam-ma,83,96,23.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,e3a4729f-9dc3-42f1-9298-fa1af3ec87e1,103,Do not fail to send silver let both you and I will regret it!,elā',e-lá,90,104,25.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,53de12e9-9994-4ddd-b4aa-277fe01f5f36,111,"Here Hanuba keeps complaining, saying: Until I hear a letter of Kuliya I will not release the slave-girls over there.",,ḫa-nu-ba,97,112,27.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,b2c74f76-bf6f-4905-9458-ed4bcd1afa44,126,"His representatives too spoke, in the same strain.",u,ú,111,127,31.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,a3a148e2-d1a9-4b86-a0f7-c0ad0bdea16c,132,"Please, see to it, as the gentleman you are, that a favorable letter of your reaches Šu-Suen, Hanuba, Puzur-Lama, me, and your caravan.",apputtum,a-pu-tum,116,133,32.0,3,1
Kt 92/k 205 (AKT 5 19),5df8b056-0e84-46d3-a4b9-411ee84b7501,1754627e-3215-40dc-8dac-4406ecb494b7,148,Do what you can to bring your caravan and the slave-girls in.,lillikam,li-li-kam,131,149,37.0,5,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,802608dc-3000-4b93-b76c-f834fab51749,3,"1 2/3 mina of 'silver dust' Kuliya, son of Ali-abum, Amur-Šamaš, son of Bēlānum, and Ennam-Aššur, son of Šulmim-ša-Aššur, owe to Aššur-mālik, son of Kurara.",manā,ma-na,2,7,1.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,ed1450dc-77c6-4d1a-ac51-bc4c6cec5611,36,Per mina they will add 1 1/2 shekel of silver per month as interest.,ana,a-na,20,40,6.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,fdb74fe0-7d00-420a-aaf9-bedba71fa492,54,Who of them is financially sound and available is liable for the silver.,kaspam,KÙ.BABBAR,30,55,8.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,6a782d2b-b3af-416c-966e-d9ee015a2208,62,"Month XI of the eponymy of Abu-šalim, the trader, son of Ilī-ālum.",warḫem,ITU.1.KAM,37,64,10.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,51d86513-0271-4576-affb-f8b2de4603a8,75,"Golden (figurines of) gods, to the number of 20, belonging to Ilī-pī-uṣur, have been deposited as pledge; the gods have been put under the seals of the 3 bēru.",ilū,i-lu-ú,45,77,12.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,ad4b86a5-4fda-48e6-89d6-bb97419fa469,93,"When they received the silver Ṭāb-Aššur, son of Ilī-pī-uṣur, Hudu-bēlī, his slave, and 3 bēru, Liptānum Qardaya, Ennam-Aššur, son of Ikuppi-Aššur, and Amur-Šamaš, son of Pilah-Anum, assisted them.",kaspam,KÙ.BABBAR,61,94,15.0,1,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,fa1a5157-3af8-4ce6-92b6-37801cad1925,124,"In the presence of Assur-ennam, son of Bur-Suen, of Ennam-Aššur, son of Ennum-Aššur, of Ennam-Aššur, son of Pilah-Ištar.",maḫar,IGI,83,126,21.0,2,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,ab8e742d-9098-483b-abea-694b3dcdd3c0,146,"1280 minas <of copper> Kuliya, son of Ali-abum, Amur-Šamaš, son of Bēlānum, and Ennam-Aššur, son of Šulmu-ša-Aššur owes to Aššur-mālik, son of Kurara.",līm,li-im,96,151,24.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,0a48dfdd-03d4-47e4-84ef-45a0d58bd8b2,184,"Month XI of the eponymy of Abu-Šalim, the trader, son of Ilī-ālum.",warḫem,ITU.1.KAM,117,186,29.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,2a99cb19-7485-4266-97cf-902f905096a0,197,Per month the will add an interest of 70 minas per (talent).,ina,i-na,124,201,31.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,4dcbe39d-1846-4332-a5b3-81b39a2324a9,210,Who of them is financially sond and available is laible for the copper.,weri,URUDU,131,211,32.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,f185ab6e-1cec-4d2e-9bdd-e06fa5848143,219,They will weigh the copper with the 10-mina-weight of Tarawazi.,ina,i-na,139,221,34.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,a060c64b-4968-49f0-98e3-add75bf5fe12,229,"When they received the copper 3 bēru, Liptānum son of Qardaya, Ennam-Aššur, son of Ikuppo-Aššur, and Amur-Šamaš, son of Pilah-Anum, (and) Ṭāb-Aššur, son of Ilī-pī-uṣur, and his slave Hudu-bēlī assisted them.",inūmi,i-nu-mì,145,230,35.0,3,1
Kt 92/k 206 (AKT 5 46),a753e885-08c0-49a2-9296-1c2d0e244c0b,1bc87d4a-bb43-4f04-9e44-b65bd19604a5,263,"In the presence of Ennam-Aššur, son of Ennam-Aššur, (and) of Ennam-Aššur, son of Pilaḫ-Ištar.",maḫar,IGI,168,265,42.0,4,1
Kt 92/k 207 (AKT 5 5),55b115ac-6a6d-48e6-86df-ff449b4b346b,89acdf27-8de1-4889-8789-728db6f3dcb1,3,"Thus kārum Kanesh, speak to Kuliya, the dātu-payers, kārum Tegarama, and wherever Iddin-Assur s. Kukulānum is staying.",umma,um-ma,1,4,1.0,1,1
Kt 92/k 207 (AKT 5 5),55b115ac-6a6d-48e6-86df-ff449b4b346b,93fd5597-163c-49dc-9d8a-8ece52d3ace2,23,We have settled accounts and we paid 25 minas and 4 1/4 shekels (of silver) as dātum.,qibima,qí-bi-ma,16,24,7.0,1,1
Kt 92/k 207 (AKT 5 5),55b115ac-6a6d-48e6-86df-ff449b4b346b,d1e45c81-adc1-4dc5-aa13-4f8405f03091,36,"Iddin-Aššur is liable for the settlement of accounts; since five years we keep sending messages to him to Wahšušana and Durhumit, but until this very day he holds us in play.",Iddi(n)-Aššur,i-dí-a-šùr,25,37,10.0,1,1
Kt 92/k 207 (AKT 5 5),55b115ac-6a6d-48e6-86df-ff449b4b346b,3c3fcfbd-cf32-4b5f-b070-cabf097128aa,55,Make him pay the silver over there his dātum for a full share.,ammākam,a-ma-kam,41,56,16.0,1,1
Kt 92/k 207 (AKT 5 5),55b115ac-6a6d-48e6-86df-ff449b4b346b,ba7b2179-218a-4505-b09e-70f079e73b33,62,"If he objects and says: 'I cannot match the full amount', make him pay for half the amount.",šumma,šu-ma,47,63,18.0,1,1
